id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
11807,Essendon Bombers,21,1995-08-26,1995,A,Brisbane Bears,2.3 5.10 9.11 12.12,84,8.3 11.5 14.10 17.14,116,L,32,The Gabba,12657.0,12,12,17,14
11833,Essendon Bombers,QF,1996-09-06,1996,A,Brisbane Bears,2.1 8.2 10.5 15.10,100,4.6 6.8 11.9 15.11,101,L,1,The Gabba,21964.0,15,10,15,11
12002,Fitzroy Lions,4,1987-04-19,1987,A,Brisbane Bears,7.2 11.3 15.4 20.9,129,1.4 6.9 10.14 16.18,114,W,15,People First Stadium,17795.0,20,9,16,18
12110,Fitzroy Lions,3,1992-04-05,1992,A,Brisbane Bears,2.2 4.4 6.7 8.10,58,1.3 4.6 9.8 11.16,82,L,24,People First Stadium,3876.0,8,10,11,16
12026,Fitzroy Lions,6,1988-05-08,1988,A,Brisbane Bears,2.3 8.7 14.13 16.15,111,3.3 7.4 10.5 17.11,113,L,2,People First Stadium,9981.0,16,15,17,11
11310,Collingwood Magpies,5,1991-04-20,1991,H,Brisbane Bears,2.6 6.11 11.17 16.19,115,5.2 10.5 13.9 14.9,93,W,22,Victoria Park,20403.0,16,19,14,9
12066,Fitzroy Lions,2,1990-04-07,1990,H,Brisbane Bears,2.2 5.9 11.13 13.20,98,1.5 3.5 4.8 8.11,59,W,39,Princes Park,6838.0,13,20,8,11
12079,Fitzroy Lions,15,1990-07-15,1990,A,Brisbane Bears,2.2 7.3 8.7 9.8,62,5.1 7.4 12.5 17.9,111,L,49,People First Stadium,7347.0,9,8,17,9
12100,Fitzroy Lions,16,1991-07-07,1991,A,Brisbane Bears,1.5 5.6 11.14 15.15,105,7.5 12.8 16.11 26.14,170,L,65,The Gabba,7373.0,15,15,26,14
12124,Fitzroy Lions,18,1992-07-18,1992,H,Brisbane Bears,2.1 3.8 7.12 10.13,73,3.8 7.11 13.15 16.18,114,L,41,Princes Park,6461.0,10,13,16,18
12135,Fitzroy Lions,6,1993-05-02,1993,A,Brisbane Bears,3.5 5.5 10.9 12.11,83,5.0 8.1 10.4 17.8,110,L,27,The Gabba,9893.0,12,11,17,8
12149,Fitzroy Lions,21,1993-08-21,1993,H,Brisbane Bears,5.5 11.7 20.13 22.15,147,0.0 1.3 1.5 5.13,43,W,104,Princes Park,6214.0,22,15,5,13
12153,Fitzroy Lions,3,1994-04-09,1994,H,Brisbane Bears,6.1 8.5 13.6 17.9,111,2.1 5.1 10.2 12.6,78,W,33,Western Oval,8829.0,17,9,12,6
12166,Fitzroy Lions,18,1994-07-24,1994,A,Brisbane Bears,0.3 1.7 3.12 7.16,58,3.3 7.6 8.13 8.17,65,L,7,The Gabba,8236.0,7,16,8,17
12183,Fitzroy Lions,11,1995-06-11,1995,A,Brisbane Bears,2.5 4.11 5.13 10.14,74,3.12 8.21 13.26 17.30,132,L,58,The Gabba,8209.0,10,14,17,30
12199,Fitzroy Lions,5,1996-04-28,1996,A,Brisbane Bears,2.5 4.9 6.12 6.13,49,4.2 12.7 17.9 24.14,158,L,109,The Gabba,14495.0,6,13,24,14
12214,Fitzroy Lions,20,1996-08-17,1996,A,Brisbane Bears,4.3 8.5 10.11 14.16,100,5.4 13.8 23.10 29.13,187,L,87,Princes Park,6469.0,14,16,29,13
12225,Fremantle Dockers,9,1995-05-28,1995,H,Brisbane Bears,3.4 9.9 13.15 17.18,120,4.2 5.2 5.5 8.6,54,W,66,Domain Stadium,17574.0,17,18,8,6
12244,Fremantle Dockers,6,1996-05-05,1996,H,Brisbane Bears,3.3 9.5 10.8 12.13,85,4.1 8.1 14.3 17.8,110,L,25,Domain Stadium,24591.0,12,13,17,8
12259,Fremantle Dockers,21,1996-08-24,1996,A,Brisbane Bears,2.5 4.7 8.8 10.10,70,1.4 4.5 6.11 10.11,71,L,1,The Gabba,19204.0,10,10,10,11
12416,Geelong Cats,2,1987-04-04,1987,H,Brisbane Bears,2.5 9.11 14.14 19.17,131,6.2 9.5 17.11 23.12,150,L,19,GMHBA Stadium,15231.0,19,17,23,12
11664,Essendon Bombers,19,1989-08-12,1989,H,Brisbane Bears,5.3 10.6 12.8 15.11,101,2.3 4.3 5.5 7.5,47,W,54,Windy Hill,11915.0,15,11,7,5
12054,Fitzroy Lions,12,1989-06-18,1989,A,Brisbane Bears,3.1 9.4 16.9 19.14,128,6.2 12.5 16.6 18.6,114,W,14,People First Stadium,10008.0,19,14,18,6
12985,Hawthorn Hawks,22,1993-08-29,1993,A,Brisbane Bears,6.5 11.7 18.16 24.19,163,5.6 9.9 10.12 15.16,106,W,57,The Gabba,11544.0,24,19,15,16
12446,Geelong Cats,10,1988-06-05,1988,A,Brisbane Bears,6.4 13.6 18.10 24.18,162,2.3 5.8 8.11 16.13,109,W,53,People First Stadium,8736.0,24,18,16,13
12466,Geelong Cats,8,1989-05-20,1989,H,Brisbane Bears,6.3 10.12 17.18 26.23,179,1.6 2.8 2.12 6.14,50,W,129,GMHBA Stadium,17265.0,26,23,6,14
12473,Geelong Cats,15,1989-07-15,1989,A,Brisbane Bears,4.4 9.8 10.13 22.19,151,0.4 5.7 7.10 11.11,77,W,74,People First Stadium,18198.0,22,19,11,11
12490,Geelong Cats,6,1990-05-05,1990,H,Brisbane Bears,7.2 11.4 15.11 23.13,151,3.1 6.3 9.3 12.8,80,W,71,GMHBA Stadium,18426.0,23,13,12,8
12503,Geelong Cats,19,1990-08-11,1990,A,Brisbane Bears,4.4 5.7 9.9 14.13,97,5.3 13.6 20.9 25.13,163,L,66,People First Stadium,8180.0,14,13,25,13
12509,Geelong Cats,4,1991-04-14,1991,A,Brisbane Bears,4.9 11.16 21.21 27.28,190,2.1 8.8 10.11 12.16,88,W,102,The Gabba,12654.0,27,28,12,16
12523,Geelong Cats,19,1991-07-27,1991,H,Brisbane Bears,8.6 10.8 18.14 24.15,159,2.0 5.3 6.4 8.10,58,W,101,GMHBA Stadium,13639.0,24,15,8,10
12537,Geelong Cats,7,1992-05-03,1992,A,Brisbane Bears,7.4 16.9 23.14 37.17,239,2.2 2.4 7.8 11.9,75,W,164,People First Stadium,7645.0,37,17,11,9
13037,Hawthorn Hawks,7,1996-05-11,1996,A,Brisbane Bears,1.3 4.4 4.10 5.11,41,3.2 10.6 13.9 15.14,104,L,63,The Gabba,20053.0,5,11,15,14
12562,Geelong Cats,5,1993-04-25,1993,A,Brisbane Bears,4.8 8.11 13.16 18.19,127,1.2 10.4 13.8 19.12,126,W,1,The Gabba,12996.0,18,19,19,12
13335,North Melbourne Kangaroos,14,1992-06-19,1992,H,Brisbane Bears,6.4 7.9 16.14 20.17,137,2.1 4.5 8.5 16.6,102,W,35,Melbourne Cricket Ground,6396.0,20,17,16,6
12617,Geelong Cats,14,1995-07-08,1995,H,Brisbane Bears,4.4 7.12 12.16 15.21,111,4.1 8.4 12.6 15.8,98,W,13,GMHBA Stadium,22459.0,15,21,15,8
12638,Geelong Cats,10,1996-06-08,1996,H,Brisbane Bears,3.2 6.6 7.11 14.14,98,5.1 7.3 12.5 15.8,98,D,0,GMHBA Stadium,24800.0,14,14,15,8
12832,Hawthorn Hawks,12,1987-06-14,1987,A,Brisbane Bears,7.3 12.7 20.13 24.21,165,1.1 6.2 9.2 11.4,70,W,95,People First Stadium,7284.0,24,21,11,4
12858,Hawthorn Hawks,12,1988-06-18,1988,H,Brisbane Bears,2.4 5.10 7.16 10.20,80,0.1 2.2 2.3 2.5,17,W,63,Princes Park,8176.0,10,20,2,5
12861,Hawthorn Hawks,15,1988-07-10,1988,A,Brisbane Bears,4.1 11.5 13.9 17.13,115,3.6 3.9 7.16 12.19,91,W,24,People First Stadium,14213.0,17,13,12,19
12883,Hawthorn Hawks,13,1989-06-23,1989,H,Brisbane Bears,3.3 9.6 12.10 15.16,106,0.5 1.8 3.10 4.11,35,W,71,Waverley Park,6292.0,15,16,4,11
12890,Hawthorn Hawks,20,1989-08-20,1989,A,Brisbane Bears,2.2 3.3 5.4 9.7,61,2.0 6.1 9.3 12.5,77,L,16,People First Stadium,9093.0,9,7,12,5
12898,Hawthorn Hawks,4,1990-04-21,1990,H,Brisbane Bears,3.2 7.4 13.8 18.12,120,2.4 3.5 3.7 5.8,38,W,82,Princes Park,8649.0,18,12,5,8
12911,Hawthorn Hawks,17,1990-07-29,1990,A,Brisbane Bears,1.7 7.10 13.12 16.14,110,5.2 10.3 13.6 14.11,95,W,15,People First Stadium,8768.0,16,14,14,11
13374,North Melbourne Kangaroos,10,1994-05-29,1994,A,Brisbane Bears,5.9 8.12 10.17 12.21,93,1.3 6.7 11.13 17.18,120,L,27,The Gabba,10953.0,12,21,17,18
13417,North Melbourne Kangaroos,4,1996-04-19,1996,A,Brisbane Bears,5.1 9.4 14.7 14.11,95,3.3 8.6 14.12 18.17,125,L,30,The Gabba,17469.0,14,11,18,17
12971,Hawthorn Hawks,7,1993-05-08,1993,H,Brisbane Bears,3.3 5.6 9.12 16.17,113,2.1 6.6 7.9 10.10,70,W,43,Waverley Park,14375.0,16,17,10,10
13007,Hawthorn Hawks,23,1994-08-28,1994,A,Brisbane Bears,6.3 8.8 11.10 15.12,102,1.2 4.5 10.9 13.13,91,W,11,The Gabba,13718.0,15,12,13,13
13009,Hawthorn Hawks,1,1995-04-01,1995,H,Brisbane Bears,4.0 10.2 14.4 20.7,127,3.0 4.3 7.4 11.4,70,W,57,Waverley Park,14653.0,20,7,11,4
13024,Hawthorn Hawks,16,1995-07-23,1995,A,Brisbane Bears,6.5 8.7 13.10 14.13,97,0.6 2.12 5.13 14.20,104,L,7,The Gabba,8209.0,14,13,14,20
13247,North Melbourne Kangaroos,13,1988-06-25,1988,H,Brisbane Bears,3.5 9.11 17.13 22.19,151,5.4 9.5 11.5 13.7,85,W,66,Melbourne Cricket Ground,7764.0,22,19,13,7
13274,North Melbourne Kangaroos,18,1989-08-05,1989,A,Brisbane Bears,2.3 5.5 7.8 12.12,84,7.4 12.10 19.14 25.17,167,L,83,People First Stadium,9606.0,12,12,25,17
13281,North Melbourne Kangaroos,3,1990-04-15,1990,A,Brisbane Bears,5.4 11.6 15.10 17.11,113,4.1 9.5 12.8 14.11,95,W,18,People First Stadium,8683.0,17,11,14,11
13301,North Melbourne Kangaroos,2,1991-03-30,1991,A,Brisbane Bears,5.4 7.7 12.11 15.14,104,2.2 4.4 6.7 8.10,58,W,46,People First Stadium,5724.0,15,14,8,10
13315,North Melbourne Kangaroos,17,1991-07-13,1991,H,Brisbane Bears,5.2 10.6 10.8 15.13,103,4.0 5.2 11.4 14.6,90,W,13,Waverley Park,7239.0,15,13,14,6
13345,North Melbourne Kangaroos,1,1993-03-27,1993,H,Brisbane Bears,5.5 13.8 18.15 24.22,166,5.1 9.5 15.8 22.11,143,W,23,Melbourne Cricket Ground,8653.0,24,22,22,11
13359,North Melbourne Kangaroos,16,1993-07-18,1993,A,Brisbane Bears,9.3 14.6 17.11 22.14,146,3.4 6.6 12.9 15.14,104,W,42,The Gabba,9609.0,22,14,15,14
13400,North Melbourne Kangaroos,12,1995-06-25,1995,A,Brisbane Bears,8.2 11.6 16.11 20.13,133,3.3 4.5 7.10 13.11,89,W,44,The Gabba,11996.0,20,13,13,11
13606,Melbourne Demons,5,1987-04-26,1987,A,Brisbane Bears,5.1 8.1 10.3 12.9,81,1.3 6.8 8.12 12.14,86,L,5,People First Stadium,7451.0,12,9,12,14
13630,Melbourne Demons,4,1988-04-22,1988,H,Brisbane Bears,6.9 10.11 10.13 13.18,96,1.1 2.4 3.9 5.11,41,W,55,Melbourne Cricket Ground,18908.0,13,18,5,11
13656,Melbourne Demons,4,1989-04-21,1989,H,Brisbane Bears,2.3 4.8 8.8 11.13,79,3.5 4.7 5.10 7.11,53,W,26,Melbourne Cricket Ground,17560.0,11,13,7,11
13694,Melbourne Demons,18,1990-08-04,1990,H,Brisbane Bears,2.4 9.8 9.12 10.13,73,3.1 4.1 8.3 9.6,60,W,13,Waverley Park,10890.0,10,13,9,6
13707,Melbourne Demons,7,1991-05-04,1991,H,Brisbane Bears,2.7 8.8 12.13 18.18,126,2.4 10.7 14.9 17.11,113,W,13,Melbourne Cricket Ground,14722.0,18,18,17,11
13721,Melbourne Demons,22,1991-08-18,1991,A,Brisbane Bears,2.4 7.6 9.9 15.13,103,2.2 5.8 8.10 13.13,91,W,12,The Gabba,6480.0,15,13,13,13
13749,Melbourne Demons,3,1993-04-11,1993,A,Brisbane Bears,2.1 5.2 15.9 17.11,113,3.6 8.10 12.10 17.13,115,L,2,The Gabba,12821.0,17,11,17,13
13763,Melbourne Demons,18,1993-08-01,1993,H,Brisbane Bears,6.3 12.11 18.14 20.18,138,2.1 4.3 5.8 6.13,49,W,89,Melbourne Cricket Ground,15664.0,20,18,6,13
13770,Melbourne Demons,5,1994-04-22,1994,H,Brisbane Bears,4.4 9.5 12.11 17.15,117,0.1 0.3 3.4 4.6,30,W,87,Melbourne Cricket Ground,20946.0,17,15,4,6
13784,Melbourne Demons,20,1994-08-07,1994,A,Brisbane Bears,3.3 8.7 11.9 14.15,99,4.1 6.6 10.9 12.12,84,W,15,The Gabba,12341.0,14,15,12,12
13437,North Melbourne Kangaroos,PF,1996-09-21,1996,H,Brisbane Bears,8.3 11.7 16.9 17.12,114,3.1 3.5 7.8 11.10,76,W,38,Melbourne Cricket Ground,66719.0,17,12,11,10
13813,Melbourne Demons,22,1995-09-01,1995,A,Brisbane Bears,4.4 7.8 11.10 13.11,89,5.3 8.4 12.6 16.14,110,L,21,The Gabba,11842.0,13,11,16,14
13825,Melbourne Demons,12,1996-06-22,1996,A,Brisbane Bears,3.0 4.2 5.6 6.10,46,4.5 8.8 15.10 18.15,123,L,77,The Gabba,14871.0,6,10,18,15
14067,Richmond Tigers,8,1987-05-17,1987,A,Brisbane Bears,3.4 5.10 7.17 15.19,109,6.1 13.6 17.8 22.12,144,L,35,People First Stadium,7943.0,15,19,22,12
14081,Richmond Tigers,22,1987-08-28,1987,H,Brisbane Bears,4.3 7.8 11.10 17.11,113,6.3 12.7 19.10 26.13,169,L,56,Melbourne Cricket Ground,12079.0,17,11,26,13
14092,Richmond Tigers,11,1988-06-12,1988,A,Brisbane Bears,3.1 6.6 8.6 15.13,103,7.6 12.10 19.12 23.13,151,L,48,People First Stadium,13322.0,15,13,23,13
14101,Richmond Tigers,20,1988-08-12,1988,H,Brisbane Bears,2.2 5.9 7.15 11.20,86,5.3 8.7 10.10 14.16,100,L,14,Melbourne Cricket Ground,15026.0,11,20,14,16
14114,Richmond Tigers,11,1989-06-10,1989,H,Brisbane Bears,0.4 1.7 5.11 5.15,45,3.2 3.4 3.7 3.8,26,W,19,Melbourne Cricket Ground,7966.0,5,15,3,8
14126,Richmond Tigers,1,1990-03-31,1990,A,Brisbane Bears,2.4 6.9 7.12 10.14,74,4.3 7.5 13.14 19.19,133,L,59,People First Stadium,11814.0,10,14,19,19
14139,Richmond Tigers,14,1990-07-06,1990,H,Brisbane Bears,8.6 11.11 15.16 22.21,153,2.0 4.1 9.4 10.11,71,W,82,Melbourne Cricket Ground,11438.0,22,21,10,11
14156,Richmond Tigers,10,1991-05-26,1991,A,Brisbane Bears,2.3 6.8 11.9 12.10,82,6.4 8.7 8.11 10.15,75,W,7,People First Stadium,7330.0,12,10,10,15
14179,Richmond Tigers,11,1992-05-30,1992,H,Brisbane Bears,5.2 11.4 14.6 22.10,142,1.4 1.11 5.16 11.17,83,W,59,Melbourne Cricket Ground,13174.0,22,10,11,17
14193,Richmond Tigers,2,1993-04-02,1993,H,Brisbane Bears,5.3 9.8 14.15 18.18,126,5.4 6.7 7.8 11.14,80,W,46,Melbourne Cricket Ground,14497.0,18,18,11,14
14206,Richmond Tigers,17,1993-07-25,1993,A,Brisbane Bears,6.5 9.7 10.13 14.15,99,4.2 11.3 13.4 18.10,118,L,19,The Gabba,8797.0,14,15,18,10
13666,Melbourne Demons,14,1989-07-09,1989,A,Brisbane Bears,5.4 11.7 14.7 17.11,113,2.3 4.6 8.12 14.15,99,W,14,People First Stadium,8799.0,17,11,14,15
14226,Richmond Tigers,17,1994-07-17,1994,A,Brisbane Bears,5.4 6.7 12.7 15.8,98,2.4 5.8 8.10 12.12,84,W,14,The Gabba,14936.0,15,8,12,12
14238,Richmond Tigers,5,1995-04-29,1995,H,Brisbane Bears,3.5 7.8 13.12 17.14,116,4.4 7.6 11.7 14.12,96,W,20,Melbourne Cricket Ground,24379.0,17,14,14,12
14253,Richmond Tigers,20,1995-08-20,1995,A,Brisbane Bears,4.0 8.2 13.3 13.5,83,6.3 13.8 18.11 24.16,160,L,77,The Gabba,11524.0,13,5,24,16
14261,Richmond Tigers,3,1996-04-13,1996,A,Brisbane Bears,3.4 8.8 11.15 15.18,108,3.4 3.8 8.9 13.12,90,W,18,The Gabba,20635.0,15,18,13,12
14276,Richmond Tigers,18,1996-08-04,1996,A,Brisbane Bears,0.1 0.3 4.6 7.11,53,4.6 4.9 6.15 9.16,70,L,17,Princes Park,17157.0,7,11,9,16
14437,St Kilda Saints,3,1987-04-11,1987,H,Brisbane Bears,4.3 8.5 15.6 21.7,133,1.2 3.8 7.10 11.17,83,W,50,People First Stadium,12717.0,21,7,11,17
14450,St Kilda Saints,16,1987-07-12,1987,A,Brisbane Bears,5.1 11.4 14.11 18.13,121,5.3 8.5 10.8 14.9,93,W,28,People First Stadium,9106.0,18,13,14,9
14461,St Kilda Saints,5,1988-04-30,1988,H,Brisbane Bears,5.5 8.6 9.10 12.12,84,1.1 6.10 8.14 13.15,93,L,9,People First Stadium,15260.0,12,12,13,15
14470,St Kilda Saints,14,1988-07-03,1988,A,Brisbane Bears,2.4 5.8 6.11 12.17,89,3.5 7.12 12.14 14.15,99,L,10,People First Stadium,10394.0,12,17,14,15
14479,St Kilda Saints,1,1989-04-01,1989,H,Brisbane Bears,2.6 7.9 14.12 20.16,136,3.1 11.4 11.6 15.7,97,W,39,People First Stadium,17236.0,20,16,15,7
14494,St Kilda Saints,16,1989-07-22,1989,A,Brisbane Bears,2.7 7.8 8.14 12.18,90,3.1 7.4 13.8 14.10,94,L,4,People First Stadium,11004.0,12,18,14,10
14543,St Kilda Saints,23,1991-08-24,1991,H,Brisbane Bears,5.0 10.4 19.7 27.12,174,3.2 5.6 5.10 7.12,54,W,120,Moorabbin Oval,16364.0,27,12,7,12
13432,North Melbourne Kangaroos,19,1996-08-11,1996,A,Brisbane Bears,2.4 3.5 6.8 8.11,59,2.2 5.5 7.7 11.11,77,L,18,Princes Park,15453.0,8,11,11,11
13619,Melbourne Demons,18,1987-08-01,1987,H,Brisbane Bears,4.7 9.13 14.19 22.21,153,4.5 8.6 10.11 14.15,99,W,54,Melbourne Cricket Ground,10307.0,22,21,14,15
14529,St Kilda Saints,8,1991-05-12,1991,A,Brisbane Bears,4.5 12.11 15.17 21.22,148,3.3 5.4 10.4 12.7,79,W,69,The Gabba,9828.0,21,22,12,7
14554,St Kilda Saints,10,1992-05-23,1992,H,Brisbane Bears,6.2 14.5 20.8 25.18,168,1.2 2.2 6.5 9.6,60,W,108,Moorabbin Oval,18360.0,25,18,9,6
14606,St Kilda Saints,19,1994-07-30,1994,H,Brisbane Bears,3.1 4.5 5.9 5.15,45,0.5 1.5 8.7 8.7,55,L,10,Waverley Park,12927.0,5,15,8,7
14646,St Kilda Saints,13,1996-06-29,1996,H,Brisbane Bears,3.4 7.6 12.7 14.12,96,2.1 4.2 7.7 7.8,50,W,46,Waverley Park,13824.0,14,12,7,8
14827,Sydney Swans,11,1987-06-07,1987,A,Brisbane Bears,6.5 8.10 12.15 19.23,137,3.3 6.3 7.9 9.10,64,W,73,People First Stadium,12036.0,19,23,9,10
14848,Sydney Swans,8,1988-05-20,1988,H,Brisbane Bears,1.4 4.7 7.15 11.21,87,5.2 10.2 14.7 17.13,115,L,28,Sydney Cricket Ground,13322.0,11,21,17,13
14862,Sydney Swans,22,1988-08-28,1988,A,Brisbane Bears,3.3 6.7 8.15 10.21,81,3.4 8.6 11.7 11.11,77,W,4,People First Stadium,12718.0,10,21,11,11
14864,Sydney Swans,2,1989-04-09,1989,A,Brisbane Bears,2.4 4.8 5.11 8.17,65,4.5 7.11 12.12 18.15,123,L,58,People First Stadium,11405.0,8,17,18,15
14879,Sydney Swans,17,1989-07-30,1989,H,Brisbane Bears,3.6 7.12 9.21 12.23,95,1.1 3.6 5.10 9.16,70,W,25,Sydney Cricket Ground,7437.0,12,23,9,16
14891,Sydney Swans,7,1990-05-13,1990,A,Brisbane Bears,3.3 6.5 9.5 13.10,88,3.2 9.4 12.10 14.12,96,L,8,People First Stadium,7226.0,13,10,14,12
14904,Sydney Swans,20,1990-08-17,1990,H,Brisbane Bears,1.6 3.11 4.15 11.20,86,3.4 4.7 7.11 7.13,55,W,31,Sydney Cricket Ground,5272.0,11,20,7,13
14916,Sydney Swans,11,1991-06-02,1991,H,Brisbane Bears,2.4 4.6 10.8 18.13,121,7.4 16.8 20.8 26.12,168,L,47,Sydney Cricket Ground,7657.0,18,13,26,12
15519,W. Bulldogs,9,1987-05-23,1987,H,Brisbane Bears,3.2 10.10 12.14 14.19,103,3.4 4.5 9.8 10.11,71,W,32,Western Oval,10873.0,14,19,10,11
14957,Sydney Swans,8,1993-05-16,1993,A,Brisbane Bears,0.1 0.4 2.6 8.9,57,10.7 19.10 27.17 33.21,219,L,162,The Gabba,8916.0,8,9,33,21
14985,Sydney Swans,16,1994-07-10,1994,H,Brisbane Bears,5.5 9.9 12.16 15.20,110,5.2 12.3 17.6 21.9,135,L,25,Sydney Cricket Ground,5728.0,15,20,21,9
14995,Sydney Swans,3,1995-04-16,1995,A,Brisbane Bears,3.1 7.5 10.8 14.15,99,5.8 7.10 11.13 15.14,104,L,5,The Gabba,8460.0,14,15,15,14
15010,Sydney Swans,18,1995-08-06,1995,H,Brisbane Bears,4.2 9.3 12.7 17.9,111,5.4 13.5 17.10 19.12,126,L,15,Sydney Cricket Ground,8150.0,17,9,19,12
15023,Sydney Swans,9,1996-05-26,1996,H,Brisbane Bears,4.2 7.3 15.5 21.6,132,3.1 6.5 8.8 10.14,74,W,58,Sydney Cricket Ground,26537.0,21,6,10,14
15116,West Coast Eagles,7,1987-05-08,1987,H,Brisbane Bears,2.8 7.13 9.17 10.21,81,2.2 4.4 7.8 8.14,62,W,19,WACA,25799.0,10,21,8,14
15129,West Coast Eagles,20,1987-08-16,1987,A,Brisbane Bears,4.7 10.11 17.11 21.14,140,4.2 9.7 16.8 18.11,119,W,21,People First Stadium,4859.0,21,14,18,11
15147,West Coast Eagles,16,1988-07-15,1988,H,Brisbane Bears,7.2 8.5 12.9 14.14,98,3.4 7.7 11.11 12.17,89,W,9,WACA,16074.0,14,14,12,17
15159,West Coast Eagles,5,1989-04-30,1989,A,Brisbane Bears,3.5 6.7 11.9 19.11,125,5.4 7.7 8.8 10.13,73,W,52,People First Stadium,9694.0,19,11,10,13
15184,West Coast Eagles,8,1990-05-20,1990,H,Brisbane Bears,4.9 8.13 14.19 16.26,122,2.1 5.4 6.7 9.9,63,W,59,Domain Stadium,20457.0,16,26,9,9
15197,West Coast Eagles,21,1990-08-26,1990,A,Brisbane Bears,4.4 9.7 11.10 14.16,100,1.2 5.5 7.8 8.11,59,W,41,People First Stadium,7286.0,14,16,8,11
15213,West Coast Eagles,12,1991-06-09,1991,A,Brisbane Bears,6.7 10.11 17.14 21.19,145,4.2 7.3 9.6 14.9,93,W,52,People First Stadium,5728.0,21,19,14,9
15232,West Coast Eagles,5,1992-04-18,1992,A,Brisbane Bears,4.5 6.10 10.13 13.14,92,3.2 6.5 10.6 14.8,92,D,0,People First Stadium,6923.0,13,14,14,8
15550,W. Bulldogs,18,1988-07-31,1988,H,Brisbane Bears,1.5 4.8 7.11 11.18,84,2.4 3.8 5.10 5.13,43,W,41,Western Oval,11694.0,11,18,5,13
15257,West Coast Eagles,4,1993-04-18,1993,H,Brisbane Bears,3.3 4.6 7.11 14.14,98,2.3 3.6 4.8 6.10,46,W,52,Domain Stadium,30032.0,14,14,6,10
15560,W. Bulldogs,6,1989-05-07,1989,A,Brisbane Bears,2.5 3.7 5.13 6.15,51,0.3 5.5 7.8 8.11,59,L,8,People First Stadium,5134.0,6,15,8,11
15286,West Coast Eagles,12,1994-06-12,1994,H,Brisbane Bears,3.6 6.8 9.9 11.12,78,3.1 7.2 9.3 10.9,69,W,9,Domain Stadium,23492.0,11,12,10,9
15310,West Coast Eagles,10,1995-06-04,1995,H,Brisbane Bears,4.3 7.4 11.5 17.10,112,2.1 3.3 8.4 10.7,67,W,45,Domain Stadium,26261.0,17,10,10,7
15326,West Coast Eagles,2,1996-04-06,1996,H,Brisbane Bears,1.3 5.5 9.7 11.11,77,4.2 9.3 11.5 16.7,103,L,26,WACA,29213.0,11,11,16,7
15341,West Coast Eagles,17,1996-07-27,1996,A,Brisbane Bears,5.3 12.5 15.7 17.14,116,4.2 11.4 17.12 25.13,163,L,47,The Gabba,15772.0,17,14,25,13
15585,W. Bulldogs,9,1990-05-26,1990,A,Brisbane Bears,0.1 7.5 13.10 19.11,125,3.2 3.4 4.7 8.8,56,W,69,People First Stadium,6628.0,19,11,8,8
15598,W. Bulldogs,22,1990-09-01,1990,H,Brisbane Bears,5.8 10.13 13.16 16.21,117,1.0 4.2 9.2 15.6,96,W,21,Western Oval,11371.0,16,21,15,6
14593,St Kilda Saints,4,1994-04-17,1994,A,Brisbane Bears,2.1 9.3 10.7 15.8,98,4.6 8.9 17.11 22.19,151,L,53,The Gabba,11290.0,15,8,22,19
14579,St Kilda Saints,11,1993-06-12,1993,H,Brisbane Bears,5.1 8.2 14.6 20.10,130,1.3 4.4 7.5 11.9,75,W,55,Waverley Park,11748.0,20,10,11,9
14619,St Kilda Saints,8,1995-05-21,1995,A,Brisbane Bears,3.0 8.2 12.7 14.10,94,9.2 11.9 14.12 17.13,115,L,21,The Gabba,7648.0,14,10,17,13
14949,Sydney Swans,23,1992-08-22,1992,A,Brisbane Bears,1.3 1.6 3.11 9.16,70,5.2 9.10 15.11 19.15,129,L,59,People First Stadium,4349.0,9,16,19,15
14971,Sydney Swans,1,1994-03-27,1994,A,Brisbane Bears,6.8 8.11 9.13 12.17,89,1.6 4.13 8.17 13.21,99,L,10,The Gabba,7901.0,12,17,13,21
15134,West Coast Eagles,3,1988-04-17,1988,A,Brisbane Bears,10.5 13.12 21.16 29.18,192,2.1 3.6 6.10 10.14,74,W,118,WACA,16354.0,29,18,10,14
10266,Adelaide Crows,24,1992-08-29,1992,A,Collingwood Magpies,1.3 7.9 8.11 11.16,82,4.1 5.3 10.7 13.9,87,L,5,Victoria Park,28990.0,11,16,13,9
10312,Adelaide Crows,1,1995-03-31,1995,A,North Melbourne Kangaroos,2.3 4.10 7.14 10.16,76,1.4 4.6 6.10 11.13,79,L,3,Melbourne Cricket Ground,24882.0,10,16,11,13
10314,Adelaide Crows,3,1995-04-16,1995,H,St Kilda Saints,3.5 6.10 9.11 13.14,92,1.2 2.3 2.7 3.8,26,W,66,AAMI Stadium,38046.0,13,14,3,8
15628,W. Bulldogs,9,1992-05-17,1992,A,Brisbane Bears,4.4 6.10 7.15 11.18,84,3.0 4.1 5.5 6.6,42,W,42,People First Stadium,3059.0,11,18,6,6
10406,Adelaide Crows,PF,1998-09-19,1998,H,Western Bulldogs,5.6 13.8 18.11 24.17,161,2.5 7.10 9.13 13.15,93,W,68,Melbourne Cricket Ground,67557.0,24,17,13,15
15642,W. Bulldogs,24,1992-08-29,1992,H,Brisbane Bears,3.2 9.7 11.10 19.17,131,4.1 5.2 10.6 11.8,74,W,57,Western Oval,15390.0,19,17,11,8
