id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
15556,W. Bulldogs,2,1989-04-08,1989,A,Richmond Tigers,6.5 8.5 9.6 13.10,88,6.0 10.3 21.8 24.12,156,L,68,Melbourne Cricket Ground,22834.0,13,10,24,12
656,Brisbane Lions,15,2002-07-13,2002,H,Richmond Tigers,6.3 11.6 15.9 18.10,118,1.2 3.6 5.8 7.13,55,W,63,Marvel Stadium,22642.0,18,10,7,13
9623,W. Bulldogs,4,2000-04-01,2000,H,Carlton Blues,6.6 10.7 12.9 14.14,98,3.2 5.3 7.8 8.11,59,W,39,Marvel Stadium,30576.0,14,14,8,11
658,Brisbane Lions,17,2002-07-27,2002,A,Hawthorn Hawks,1.3 7.6 15.10 18.16,124,3.2 6.5 9.5 10.8,68,W,56,Melbourne Cricket Ground,35202.0,18,16,10,8
659,Brisbane Lions,18,2002-08-03,2002,A,Essendon Bombers,5.2 9.3 11.5 16.12,108,3.0 7.2 8.3 11.5,71,W,37,Marvel Stadium,43036.0,16,12,11,5
660,Brisbane Lions,19,2002-08-10,2002,H,Western Bulldogs,3.7 6.12 10.16 14.21,105,3.4 5.7 7.10 9.13,67,W,38,The Gabba,27443.0,14,21,9,13
9632,W. Bulldogs,13,2000-06-04,2000,H,Geelong Cats,4.4 7.8 13.8 18.11,119,8.3 14.7 16.11 19.12,126,L,7,Marvel Stadium,30573.0,18,11,19,12
662,Brisbane Lions,21,2002-08-24,2002,A,Geelong Cats,5.1 11.5 13.9 16.14,110,0.3 2.6 4.8 7.13,55,W,55,GMHBA Stadium,24003.0,16,14,7,13
9635,W. Bulldogs,16,2000-06-25,2000,H,Adelaide Crows,7.1 9.4 13.7 21.9,135,1.3 3.7 7.11 10.14,74,W,61,Marvel Stadium,22229.0,21,9,10,14
664,Brisbane Lions,QF,2002-09-07,2002,H,Adelaide Crows,5.3 8.9 13.11 17.13,115,1.4 2.5 2.9 5.14,44,W,71,The Gabba,31854.0,17,13,5,14
665,Brisbane Lions,PF,2002-09-21,2002,H,Port Adelaide Power,4.3 10.7 16.10 21.12,138,4.2 7.5 11.8 12.10,82,W,56,The Gabba,33047.0,21,12,12,10
9645,W. Bulldogs,3,2001-04-14,2001,H,Collingwood Magpies,6.4 8.5 9.6 12.9,81,5.2 9.9 19.11 23.15,153,L,72,Marvel Stadium,37598.0,12,9,23,15
9650,W. Bulldogs,8,2001-05-20,2001,A,Sydney Swans,2.3 8.7 15.9 18.14,122,3.3 8.7 10.9 15.11,101,W,21,Sydney Cricket Ground,22874.0,18,14,15,11
668,Brisbane Lions,2,2003-04-05,2003,A,Port Adelaide Power,1.4 8.5 11.7 13.8,86,3.4 6.5 7.11 10.16,76,W,10,AAMI Stadium,27876.0,13,8,10,16
9651,W. Bulldogs,9,2001-05-26,2001,A,West Coast Eagles,2.4 6.10 13.15 18.17,125,2.4 4.4 7.5 11.11,77,W,48,Domain Stadium,30063.0,18,17,11,11
9655,W. Bulldogs,13,2001-06-30,2001,A,Carlton Blues,1.4 2.8 6.12 13.14,92,7.4 13.7 15.11 23.15,153,L,61,Princes Park,30067.0,13,14,23,15
9657,W. Bulldogs,15,2001-07-14,2001,H,Fremantle Dockers,8.5 8.10 10.16 16.23,119,3.2 7.5 9.14 11.19,85,W,34,Marvel Stadium,15111.0,16,23,11,19
9666,W. Bulldogs,2,2002-04-06,2002,A,North Melbourne Kangaroos,6.4 10.8 13.9 14.13,97,2.4 6.6 10.7 16.14,110,L,13,Marvel Stadium,25985.0,14,13,16,14
673,Brisbane Lions,7,2003-05-11,2003,A,Sydney Swans,2.2 4.6 8.9 11.13,79,5.1 9.5 10.8 15.8,98,L,19,Sydney Cricket Ground,23276.0,11,13,15,8
674,Brisbane Lions,8,2003-05-17,2003,H,Adelaide Crows,3.1 7.3 12.8 16.11,107,5.4 8.9 10.14 12.17,89,W,18,The Gabba,34469.0,16,11,12,17
675,Brisbane Lions,9,2003-05-24,2003,A,Carlton Blues,2.2 6.5 14.11 23.15,153,3.2 8.4 9.7 11.10,76,W,77,Princes Park,24906.0,23,15,11,10
677,Brisbane Lions,11,2003-06-07,2003,A,St Kilda Saints,5.3 5.4 9.6 13.7,85,5.1 9.5 13.6 13.12,90,L,5,Marvel Stadium,30313.0,13,7,13,12
678,Brisbane Lions,12,2003-06-15,2003,H,West Coast Eagles,2.2 4.7 10.7 13.13,91,6.3 12.7 19.12 24.16,160,L,69,The Gabba,31185.0,13,13,24,16
679,Brisbane Lions,13,2003-06-28,2003,H,Richmond Tigers,3.2 8.8 11.12 15.14,104,3.3 6.3 8.3 9.7,61,W,43,The Gabba,32623.0,15,14,9,7
680,Brisbane Lions,14,2003-07-05,2003,A,Fremantle Dockers,2.3 5.6 9.8 10.12,72,2.2 4.5 6.8 10.15,75,L,3,Domain Stadium,28450.0,10,12,10,15
681,Brisbane Lions,15,2003-07-13,2003,H,Hawthorn Hawks,4.4 6.7 10.9 14.9,93,2.5 7.9 10.12 11.15,81,W,12,The Gabba,29684.0,14,9,11,15
682,Brisbane Lions,16,2003-07-19,2003,A,Essendon Bombers,3.2 7.6 10.10 12.14,86,4.4 6.4 11.8 14.10,94,L,8,Marvel Stadium,47744.0,12,14,14,10
683,Brisbane Lions,17,2003-07-26,2003,H,Port Adelaide Power,3.5 7.8 9.11 15.13,103,3.4 7.7 10.10 15.14,104,L,1,The Gabba,32043.0,15,13,15,14
684,Brisbane Lions,18,2003-08-02,2003,H,North Melbourne Kangaroos,5.3 10.3 13.18 20.17,137,1.2 5.10 8.13 11.17,83,W,54,The Gabba,28044.0,20,17,11,17
9671,W. Bulldogs,7,2002-05-12,2002,H,Collingwood Magpies,2.3 5.7 6.11 8.15,63,3.1 5.3 7.4 11.7,73,L,10,Marvel Stadium,34400.0,8,15,11,7
686,Brisbane Lions,20,2003-08-17,2003,H,Sydney Swans,4.3 6.8 8.12 10.16,76,2.1 5.5 11.5 14.6,90,L,14,The Gabba,32988.0,10,16,14,6
687,Brisbane Lions,21,2003-08-23,2003,H,Geelong Cats,3.4 11.5 14.8 19.9,123,1.2 3.5 9.6 13.8,86,W,37,The Gabba,30515.0,19,9,13,8
688,Brisbane Lions,22,2003-08-30,2003,A,Western Bulldogs,7.2 13.4 19.8 26.14,170,4.1 7.3 11.7 13.8,86,W,84,Marvel Stadium,22361.0,26,14,13,8
689,Brisbane Lions,QF,2003-09-06,2003,A,Collingwood Magpies,3.2 6.5 7.5 7.9,51,2.2 5.5 6.8 9.12,66,L,15,Melbourne Cricket Ground,66092.0,7,9,9,12
690,Brisbane Lions,SF,2003-09-12,2003,H,Adelaide Crows,3.3 6.9 11.12 18.16,124,3.2 4.4 10.7 12.10,82,W,42,The Gabba,32432.0,18,16,12,10
691,Brisbane Lions,PF,2003-09-20,2003,H,Sydney Swans,2.7 6.7 8.10 14.16,100,2.2 4.4 8.7 8.8,56,W,44,Accor Stadium,71019.0,14,16,8,8
692,Brisbane Lions,GF,2003-09-27,2003,H,Collingwood Magpies,5.5 11.7 14.12 20.14,134,3.3 4.7 9.7 12.12,84,W,50,Melbourne Cricket Ground,79451.0,20,14,12,12
9684,W. Bulldogs,20,2002-08-18,2002,A,Melbourne Demons,3.1 8.2 12.8 14.11,95,3.5 9.8 12.13 15.17,107,L,12,Melbourne Cricket Ground,29225.0,14,11,15,17
694,Brisbane Lions,2,2004-04-03,2004,A,Adelaide Crows,8.5 11.7 14.11 15.14,104,1.1 6.8 8.12 11.17,83,W,21,AAMI Stadium,41095.0,15,14,11,17
695,Brisbane Lions,3,2004-04-08,2004,H,Collingwood Magpies,2.2 8.5 15.11 21.11,137,3.0 7.2 10.3 12.5,77,W,60,The Gabba,36467.0,21,11,12,5
676,Brisbane Lions,10,2003-05-31,2003,H,Melbourne Demons,6.4 13.6 15.13 18.15,123,0.1 4.3 6.6 9.9,63,W,60,The Gabba,29634.0,18,15,9,9
9688,W. Bulldogs,2,2003-04-06,2003,H,Richmond Tigers,1.2 7.5 10.7 13.11,89,3.4 4.9 10.10 16.15,111,L,22,Marvel Stadium,28847.0,13,11,16,15
697,Brisbane Lions,5,2004-04-24,2004,H,Hawthorn Hawks,5.3 10.10 12.17 14.26,110,3.1 4.1 6.4 9.8,62,W,48,The Gabba,34526.0,14,26,9,8
9693,W. Bulldogs,7,2003-05-11,2003,H,Fremantle Dockers,1.0 3.4 7.7 10.12,72,3.6 10.8 17.13 23.17,155,L,83,Marvel Stadium,12542.0,10,12,23,17
699,Brisbane Lions,7,2004-05-08,2004,A,North Melbourne Kangaroos,2.3 8.6 15.7 18.12,120,1.6 5.6 8.7 11.10,76,W,44,Marvel Stadium,27511.0,18,12,11,10
700,Brisbane Lions,8,2004-05-15,2004,H,Carlton Blues,6.4 9.9 17.11 21.14,140,2.3 5.5 9.6 16.6,102,W,38,The Gabba,34368.0,21,14,16,6
701,Brisbane Lions,9,2004-05-22,2004,A,Fremantle Dockers,3.4 8.5 9.7 11.12,78,5.6 10.8 15.14 20.17,137,L,59,Domain Stadium,32575.0,11,12,20,17
702,Brisbane Lions,10,2004-05-30,2004,A,Melbourne Demons,4.3 11.8 16.9 18.15,123,3.1 5.3 8.6 12.11,83,W,40,The Gabba,32902.0,18,15,12,11
703,Brisbane Lions,11,2004-06-05,2004,H,Port Adelaide Power,6.2 9.7 14.11 18.15,123,2.7 6.8 8.13 12.14,86,W,37,The Gabba,34241.0,18,15,12,14
704,Brisbane Lions,12,2004-06-12,2004,A,Essendon Bombers,5.1 13.3 20.9 25.12,162,7.2 11.4 12.8 14.12,96,W,66,Marvel Stadium,50003.0,25,12,14,12
708,Brisbane Lions,16,2004-07-17,2004,A,Collingwood Magpies,1.2 5.7 12.11 16.13,109,2.4 5.5 7.5 11.7,73,W,36,Melbourne Cricket Ground,34326.0,16,13,11,7
9702,W. Bulldogs,16,2003-07-20,2003,A,Geelong Cats,5.2 8.5 15.8 15.9,99,1.1 2.7 5.12 11.15,81,W,18,GMHBA Stadium,22067.0,15,9,11,15
711,Brisbane Lions,19,2004-08-08,2004,H,West Coast Eagles,2.1 6.6 8.7 10.13,73,4.6 8.9 10.14 12.15,87,L,14,The Gabba,31754.0,10,13,12,15
712,Brisbane Lions,20,2004-08-14,2004,A,Hawthorn Hawks,2.5 3.12 6.14 8.18,66,2.3 2.3 6.4 6.7,43,W,23,Melbourne Cricket Ground,17159.0,8,18,6,7
713,Brisbane Lions,21,2004-08-22,2004,H,St Kilda Saints,2.2 10.3 15.8 20.10,130,5.1 6.3 9.4 13.7,85,W,45,The Gabba,35823.0,20,10,13,7
714,Brisbane Lions,22,2004-08-28,2004,H,North Melbourne Kangaroos,6.1 10.5 19.10 26.14,170,3.1 6.2 7.3 9.3,57,W,113,The Gabba,33122.0,26,14,9,3
715,Brisbane Lions,QF,2004-09-03,2004,H,St Kilda Saints,6.3 11.8 17.9 23.11,149,3.2 4.4 6.7 10.9,69,W,80,The Gabba,33582.0,23,11,10,9
9708,W. Bulldogs,22,2003-08-30,2003,H,Brisbane Lions,4.1 7.3 11.7 13.8,86,7.2 13.4 19.8 26.14,170,L,84,Marvel Stadium,22361.0,13,8,26,14
717,Brisbane Lions,GF,2004-09-25,2004,A,Port Adelaide Power,2.2 6.7 9.9 10.13,73,4.5 6.6 12.8 17.11,113,L,40,Melbourne Cricket Ground,77671.0,10,13,17,11
718,Brisbane Lions,1,2005-03-24,2005,H,St Kilda Saints,4.1 10.5 14.5 18.8,116,2.4 6.6 12.11 13.15,93,W,23,The Gabba,33369.0,18,8,13,15
719,Brisbane Lions,2,2005-04-02,2005,A,Port Adelaide Power,3.4 4.4 5.5 11.7,73,3.0 4.4 9.8 11.9,75,L,2,AAMI Stadium,34892.0,11,7,11,9
720,Brisbane Lions,3,2005-04-09,2005,H,Sydney Swans,1.5 4.10 10.14 11.15,81,1.3 2.4 6.6 13.9,87,L,6,The Gabba,33960.0,11,15,13,9
721,Brisbane Lions,4,2005-04-16,2005,A,Hawthorn Hawks,4.0 5.3 6.7 10.9,69,4.2 10.4 14.5 18.7,115,L,46,Melbourne Cricket Ground,27778.0,10,9,18,7
9715,W. Bulldogs,7,2004-05-07,2004,H,Essendon Bombers,3.2 7.5 11.9 14.11,95,5.2 10.6 15.7 18.13,121,L,26,Marvel Stadium,45119.0,14,11,18,13
723,Brisbane Lions,6,2005-04-30,2005,A,Essendon Bombers,7.0 13.3 19.6 21.10,136,3.2 6.6 11.14 12.16,88,W,48,Marvel Stadium,44055.0,21,10,12,16
725,Brisbane Lions,8,2005-05-14,2005,A,Adelaide Crows,2.0 7.1 10.3 11.6,72,1.2 1.5 5.11 8.15,63,W,9,AAMI Stadium,42357.0,11,6,8,15
9718,W. Bulldogs,10,2004-05-29,2004,H,Sydney Swans,3.3 6.4 6.6 10.7,67,5.5 7.10 11.16 12.21,93,L,26,Sydney Cricket Ground,23479.0,10,7,12,21
9719,W. Bulldogs,11,2004-06-06,2004,H,Geelong Cats,4.2 7.3 9.6 10.7,67,4.2 7.3 14.6 17.11,113,L,46,Marvel Stadium,31811.0,10,7,17,11
728,Brisbane Lions,11,2005-06-04,2005,A,Fremantle Dockers,2.2 7.8 10.11 15.16,106,4.2 6.6 7.6 10.7,67,W,39,Domain Stadium,34143.0,15,16,10,7
9737,W. Bulldogs,7,2005-05-07,2005,A,Brisbane Lions,3.3 9.9 10.16 15.20,110,1.3 5.8 9.13 12.15,87,W,23,The Gabba,30639.0,15,20,12,15
730,Brisbane Lions,13,2005-06-19,2005,H,Geelong Cats,4.3 8.10 14.12 17.14,116,3.2 4.4 5.8 6.11,47,W,69,The Gabba,31307.0,17,14,6,11
731,Brisbane Lions,14,2005-07-02,2005,A,Melbourne Demons,7.2 10.5 18.8 25.16,166,3.6 8.9 11.12 13.14,92,W,74,The Gabba,31259.0,25,16,13,14
9746,W. Bulldogs,16,2005-07-17,2005,A,Adelaide Crows,2.0 4.0 5.3 5.5,35,4.2 7.7 11.9 16.13,109,L,74,AAMI Stadium,40264.0,5,5,16,13
733,Brisbane Lions,16,2005-07-16,2005,A,West Coast Eagles,1.3 4.8 6.10 13.10,88,8.3 10.7 13.8 17.9,111,L,23,Domain Stadium,41524.0,13,10,17,9
735,Brisbane Lions,18,2005-07-30,2005,A,Western Bulldogs,3.5 7.9 12.12 18.15,123,4.6 13.7 14.10 23.13,151,L,28,Marvel Stadium,29200.0,18,15,23,13
736,Brisbane Lions,19,2005-08-07,2005,H,Hawthorn Hawks,2.2 7.4 12.8 18.13,121,2.3 6.9 9.13 11.14,80,W,41,The Gabba,31946.0,18,13,11,14
737,Brisbane Lions,20,2005-08-14,2005,A,Sydney Swans,2.2 3.3 5.3 6.4,40,6.1 11.5 14.6 19.10,124,L,84,Accor Stadium,43512.0,6,4,19,10
9750,W. Bulldogs,20,2005-08-14,2005,A,Richmond Tigers,5.2 8.4 15.7 18.11,119,5.3 11.7 14.8 16.11,107,W,12,Marvel Stadium,33482.0,18,11,16,11
739,Brisbane Lions,22,2005-08-27,2005,A,St Kilda Saints,2.2 5.3 6.5 7.5,47,5.4 14.8 20.16 28.18,186,L,139,Marvel Stadium,46105.0,7,5,28,18
740,Brisbane Lions,1,2006-04-01,2006,A,Geelong Cats,1.1 1.3 2.6 5.8,38,4.3 8.7 12.9 17.13,115,L,77,GMHBA Stadium,23029.0,5,8,17,13
741,Brisbane Lions,2,2006-04-08,2006,H,Essendon Bombers,4.5 7.9 12.13 17.13,115,2.0 7.0 10.3 15.7,97,W,18,The Gabba,34357.0,17,13,15,7
742,Brisbane Lions,3,2006-04-13,2006,A,St Kilda Saints,4.2 4.7 8.11 12.15,87,7.3 10.6 16.9 19.10,124,L,37,Marvel Stadium,35760.0,12,15,19,10
706,Brisbane Lions,14,2004-07-03,2004,H,Richmond Tigers,4.1 10.4 12.8 17.12,114,4.4 6.7 10.10 14.12,96,W,18,The Gabba,32744.0,17,12,14,12
9701,W. Bulldogs,15,2003-07-13,2003,H,Port Adelaide Power,4.4 8.5 11.7 14.9,93,4.3 7.8 11.14 15.18,108,L,15,Marvel Stadium,14784.0,14,9,15,18
709,Brisbane Lions,17,2004-07-24,2004,H,Adelaide Crows,3.6 8.11 18.12 29.15,189,2.2 4.6 6.10 6.12,48,W,141,The Gabba,33443.0,29,15,6,12
743,Brisbane Lions,4,2006-04-22,2006,H,Richmond Tigers,1.6 4.9 5.10 11.16,82,1.4 4.8 10.11 14.12,96,L,14,The Gabba,30266.0,11,16,14,12
744,Brisbane Lions,5,2006-04-29,2006,A,West Coast Eagles,4.2 7.4 8.8 9.9,63,5.4 9.7 13.12 18.14,122,L,59,Domain Stadium,40519.0,9,9,18,14
745,Brisbane Lions,6,2006-05-07,2006,H,Sydney Swans,3.4 4.4 8.7 10.10,70,5.2 8.6 13.10 15.12,102,L,32,The Gabba,29872.0,10,10,15,12
746,Brisbane Lions,7,2006-05-13,2006,A,Hawthorn Hawks,4.1 9.8 14.9 16.10,106,0.0 4.1 6.7 9.12,66,W,40,People First Stadium,12315.0,16,10,9,12
747,Brisbane Lions,8,2006-05-21,2006,A,Port Adelaide Power,5.3 9.8 18.11 22.15,147,4.6 6.9 7.13 10.18,78,W,69,AAMI Stadium,21970.0,22,15,10,18
748,Brisbane Lions,9,2006-05-28,2006,H,Fremantle Dockers,7.3 10.11 14.13 21.15,141,2.2 4.8 7.10 10.13,73,W,68,The Gabba,29999.0,21,15,10,13
749,Brisbane Lions,10,2006-06-03,2006,A,Collingwood Magpies,2.2 5.5 8.7 12.11,83,3.5 6.6 11.10 16.13,109,L,26,Melbourne Cricket Ground,54820.0,12,11,16,13
751,Brisbane Lions,12,2006-06-17,2006,H,Western Bulldogs,4.5 7.10 12.12 14.19,103,7.4 13.7 20.9 22.13,145,L,42,The Gabba,27745.0,14,19,22,13
752,Brisbane Lions,13,2006-07-01,2006,H,Carlton Blues,1.5 4.9 6.18 8.23,71,2.0 4.6 6.8 7.14,56,W,15,The Gabba,29516.0,8,23,7,14
9755,W. Bulldogs,3,2006-04-16,2006,A,Essendon Bombers,4.2 8.5 13.11 15.14,104,5.5 8.10 10.12 13.15,93,W,11,Marvel Stadium,43947.0,15,14,13,15
754,Brisbane Lions,15,2006-07-15,2006,A,North Melbourne Kangaroos,2.3 5.5 7.9 12.13,85,4.4 7.12 8.16 11.18,84,W,1,Marvel Stadium,22947.0,12,13,11,18
755,Brisbane Lions,16,2006-07-22,2006,H,Hawthorn Hawks,1.4 5.9 11.12 11.18,84,5.3 8.3 10.6 11.8,74,W,10,The Gabba,26738.0,11,18,11,8
756,Brisbane Lions,17,2006-07-29,2006,A,Essendon Bombers,6.3 10.8 15.11 18.15,123,5.4 10.6 17.7 25.10,160,L,37,Marvel Stadium,32761.0,18,15,25,10
757,Brisbane Lions,18,2006-08-06,2006,H,Geelong Cats,4.0 8.1 11.5 13.9,87,4.5 9.11 12.17 14.20,104,L,17,The Gabba,28055.0,13,9,14,20
758,Brisbane Lions,19,2006-08-12,2006,A,Richmond Tigers,1.1 1.5 2.12 8.12,60,7.4 14.7 17.11 21.16,142,L,82,Marvel Stadium,27211.0,8,12,21,16
9763,W. Bulldogs,11,2006-06-11,2006,H,Fremantle Dockers,4.4 10.6 14.7 15.10,100,5.3 7.5 9.9 12.14,86,W,14,Marvel Stadium,23805.0,15,10,12,14
760,Brisbane Lions,21,2006-08-26,2006,A,Sydney Swans,3.1 4.2 5.3 6.4,40,3.2 7.4 9.8 14.13,97,L,57,Accor Stadium,37659.0,6,4,14,13
761,Brisbane Lions,22,2006-09-02,2006,H,St Kilda Saints,3.4 4.7 7.14 7.15,57,4.1 10.5 13.6 16.12,108,L,51,The Gabba,27101.0,7,15,16,12
762,Brisbane Lions,1,2007-03-31,2007,H,Hawthorn Hawks,2.5 5.10 6.13 9.15,69,1.0 2.3 2.6 6.8,44,W,25,The Gabba,27104.0,9,15,6,8
763,Brisbane Lions,2,2007-04-05,2007,H,St Kilda Saints,2.4 7.7 11.11 15.12,102,2.3 3.4 6.6 7.8,50,W,52,The Gabba,28266.0,15,12,7,8
9769,W. Bulldogs,17,2006-07-30,2006,A,Melbourne Demons,6.3 6.7 7.12 9.14,68,5.2 9.5 13.9 18.11,119,L,51,Melbourne Cricket Ground,36466.0,9,14,18,11
765,Brisbane Lions,4,2007-04-21,2007,A,North Melbourne Kangaroos,1.6 5.9 6.13 8.15,63,5.4 6.6 7.13 12.15,87,L,24,People First Stadium,11133.0,8,15,12,15
766,Brisbane Lions,5,2007-04-28,2007,A,Carlton Blues,6.1 13.1 18.4 21.10,136,5.6 14.8 17.11 18.16,124,W,12,Marvel Stadium,33598.0,21,10,18,16
9773,W. Bulldogs,21,2006-08-25,2006,H,St Kilda Saints,6.3 9.5 12.10 13.14,92,3.4 13.5 18.8 22.10,142,L,50,Marvel Stadium,47120.0,13,14,22,10
768,Brisbane Lions,7,2007-05-12,2007,H,Adelaide Crows,3.6 5.8 6.12 9.15,69,4.2 6.8 10.13 14.16,100,L,31,The Gabba,26978.0,9,15,14,16
9784,W. Bulldogs,8,2007-05-20,2007,H,Collingwood Magpies,5.3 8.8 15.12 20.15,135,5.3 11.7 13.13 14.18,102,W,33,Marvel Stadium,46990.0,20,15,14,18
771,Brisbane Lions,10,2007-06-02,2007,A,Richmond Tigers,1.5 5.8 10.10 10.13,73,2.4 4.7 8.9 10.13,73,D,0,Marvel Stadium,28093.0,10,13,10,13
772,Brisbane Lions,11,2007-06-09,2007,H,Western Bulldogs,2.3 2.6 7.8 10.12,72,6.8 7.12 13.15 13.17,95,L,23,The Gabba,29873.0,10,12,13,17
9790,W. Bulldogs,14,2007-07-07,2007,H,Port Adelaide Power,4.4 6.9 12.11 20.13,133,5.3 8.5 11.7 17.11,113,W,20,Marvel Stadium,22691.0,20,13,17,11
774,Brisbane Lions,13,2007-06-30,2007,H,Port Adelaide Power,3.4 5.10 8.15 15.15,105,2.3 9.5 14.7 17.10,112,L,7,The Gabba,22124.0,15,15,17,10
776,Brisbane Lions,15,2007-07-14,2007,A,Melbourne Demons,6.5 7.12 14.14 18.18,126,1.0 3.4 5.8 12.10,82,W,44,The Gabba,22708.0,18,18,12,10
777,Brisbane Lions,16,2007-07-22,2007,H,Carlton Blues,6.2 9.5 17.8 25.13,163,2.4 4.6 6.7 6.10,46,W,117,The Gabba,27163.0,25,13,6,10
778,Brisbane Lions,17,2007-07-28,2007,A,Collingwood Magpies,7.6 11.13 16.15 22.17,149,1.3 3.7 5.12 7.14,56,W,93,Melbourne Cricket Ground,45096.0,22,17,7,14
779,Brisbane Lions,18,2007-08-04,2007,H,North Melbourne Kangaroos,3.5 5.10 7.14 10.17,77,0.1 2.6 4.7 5.10,40,W,37,The Gabba,29233.0,10,17,5,10
9794,W. Bulldogs,18,2007-08-03,2007,H,St Kilda Saints,4.5 6.9 7.11 12.13,85,3.3 8.4 10.10 12.13,85,D,0,Marvel Stadium,33600.0,12,13,12,13
9799,W. Bulldogs,1,2008-03-23,2008,H,Adelaide Crows,5.4 6.9 13.9 19.12,126,2.1 7.8 12.13 18.15,123,W,3,Marvel Stadium,24835.0,19,12,18,15
9801,W. Bulldogs,3,2008-04-04,2008,H,St Kilda Saints,1.2 6.6 11.9 19.11,125,7.3 9.6 10.8 13.9,87,W,38,Marvel Stadium,38667.0,19,11,13,9
9804,W. Bulldogs,6,2008-04-26,2008,H,West Coast Eagles,7.3 11.6 19.10 20.14,134,4.1 8.3 9.4 11.8,74,W,60,Marvel Stadium,29927.0,20,14,11,8
785,Brisbane Lions,2,2008-03-28,2008,H,Collingwood Magpies,3.5 8.10 9.14 13.18,96,3.3 7.5 12.12 13.16,94,W,2,The Gabba,33867.0,13,18,13,16
9815,W. Bulldogs,17,2008-07-27,2008,H,Carlton Blues,3.3 10.4 15.6 15.8,98,2.4 5.8 12.13 18.18,126,L,28,Marvel Stadium,37879.0,15,8,18,18
9825,W. Bulldogs,2,2009-04-05,2009,H,North Melbourne Kangaroos,3.6 4.10 8.13 11.14,80,1.5 3.6 7.8 9.11,65,W,15,Melbourne Cricket Ground,34466.0,11,14,9,11
787,Brisbane Lions,4,2008-04-12,2008,A,Port Adelaide Power,2.2 4.6 9.10 18.16,124,6.3 10.5 15.7 16.8,104,W,20,AAMI Stadium,25205.0,18,16,16,8
788,Brisbane Lions,5,2008-04-19,2008,H,Hawthorn Hawks,5.3 9.7 14.11 17.16,118,4.5 10.9 14.13 19.16,130,L,12,The Gabba,30019.0,17,16,19,16
750,Brisbane Lions,11,2006-06-10,2006,H,Adelaide Crows,3.3 4.8 5.11 8.12,60,0.4 3.7 7.13 10.15,75,L,15,The Gabba,27516.0,8,12,10,15
789,Brisbane Lions,6,2008-04-27,2008,H,Melbourne Demons,3.6 10.13 15.17 19.23,137,2.1 5.2 8.3 13.7,85,W,52,The Gabba,22878.0,19,23,13,7
790,Brisbane Lions,7,2008-05-03,2008,A,Geelong Cats,5.6 6.8 10.9 11.12,78,4.1 7.6 11.8 15.15,105,L,27,GMHBA Stadium,23388.0,11,12,15,15
791,Brisbane Lions,8,2008-05-17,2008,A,Carlton Blues,8.3 11.8 16.13 18.17,125,2.2 4.8 9.14 12.20,92,W,33,Marvel Stadium,38675.0,18,17,12,20
792,Brisbane Lions,9,2008-05-25,2008,H,St Kilda Saints,3.6 9.10 17.11 21.15,141,2.4 3.6 6.8 14.11,95,W,46,The Gabba,27566.0,21,15,14,11
793,Brisbane Lions,10,2008-05-31,2008,H,North Melbourne Kangaroos,4.7 11.12 15.17 18.21,129,2.2 6.2 12.3 15.8,98,W,31,The Gabba,22118.0,18,21,15,8
794,Brisbane Lions,11,2008-06-08,2008,H,Fremantle Dockers,2.1 8.5 11.10 14.12,96,2.3 3.7 7.9 10.14,74,W,22,The Gabba,24506.0,14,12,10,14
795,Brisbane Lions,12,2008-06-14,2008,A,Western Bulldogs,3.2 5.4 8.4 10.8,68,2.6 7.12 12.15 19.17,131,L,63,Melbourne Cricket Ground,39320.0,10,8,19,17
9834,W. Bulldogs,11,2009-06-05,2009,A,Richmond Tigers,4.2 11.6 18.10 24.13,157,4.2 12.2 12.4 14.5,89,W,68,Marvel Stadium,36483.0,24,13,14,5
798,Brisbane Lions,15,2008-07-12,2008,A,Essendon Bombers,4.0 8.4 14.8 18.10,118,8.3 12.6 17.9 24.11,155,L,37,Marvel Stadium,40053.0,18,10,24,11
799,Brisbane Lions,16,2008-07-19,2008,H,West Coast Eagles,5.4 11.5 14.7 17.11,113,3.3 5.6 8.10 9.13,67,W,46,The Gabba,27784.0,17,11,9,13
800,Brisbane Lions,17,2008-07-26,2008,A,Richmond Tigers,3.6 7.8 13.14 16.18,114,2.2 8.4 10.7 18.9,117,L,3,Marvel Stadium,31275.0,16,18,18,9
801,Brisbane Lions,18,2008-08-02,2008,A,North Melbourne Kangaroos,3.3 8.7 10.13 11.18,84,5.6 6.9 10.10 13.14,92,L,8,People First Stadium,10037.0,11,18,13,14
802,Brisbane Lions,19,2008-08-09,2008,A,Hawthorn Hawks,1.2 1.5 2.10 5.11,41,1.3 3.7 7.11 16.14,110,L,69,UTAS Stadium,19929.0,5,11,16,14
9843,W. Bulldogs,20,2009-08-15,2009,A,Brisbane Lions,5.2 10.5 13.10 15.12,102,2.3 4.8 8.8 12.12,84,W,18,The Gabba,33421.0,15,12,12,12
804,Brisbane Lions,21,2008-08-23,2008,H,Carlton Blues,3.4 7.9 16.12 16.13,109,7.2 11.3 12.4 18.7,115,L,6,The Gabba,34327.0,16,13,18,7
